[2026-01-12 18:09:34] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:12:35] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:15:36] temp=16.00°C, ip=10.129.8.25
[2026-01-12 18:18:37] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:21:38] temp=16.00°C, ip=10.129.8.25
[2026-01-12 18:24:39] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:27:40] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:30:41] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:33:42] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:36:43] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:39:44] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:42:45] temp=16.00°C, ip=10.129.8.25
[2026-01-12 18:45:46] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:48:47] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:51:48] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:54:49] temp=15.00°C, ip=10.129.8.25
[2026-01-12 18:57:50] temp=15.00°C, ip=10.129.8.25
[2026-01-12 19:00:53] temp=15.00°C, ip=10.129.8.25
[2026-01-12 19:03:52] temp=15.00°C, ip=10.129.8.25
[2026-01-12 19:06:53] temp=15.00°C, ip=10.129.8.25
[2026-01-12 19:09:54] temp=15.00°C, ip=10.129.8.25
[2026-01-12 19:12:55] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:15:56] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:18:57] temp=15.00°C, ip=10.129.8.25
[2026-01-12 19:21:58] temp=15.00°C, ip=10.129.8.25
[2026-01-12 19:24:59] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:28:00] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:31:01] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:34:02] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:37:03] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:40:04] temp=17.00°C, ip=10.129.8.25
[2026-01-12 19:43:05] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:46:06] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:49:07] temp=17.00°C, ip=10.129.8.25
[2026-01-12 19:52:08] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:55:09] temp=16.00°C, ip=10.129.8.25
[2026-01-12 19:58:10] temp=17.00°C, ip=10.129.8.25
[2026-01-12 20:01:13] temp=18.00°C, ip=10.129.8.25
[2026-01-12 20:04:12] temp=19.00°C, ip=10.129.8.25
[2026-01-12 20:07:13] temp=20.00°C, ip=10.129.8.25
[2026-01-12 20:10:14] temp=21.00°C, ip=10.129.8.25
[2026-01-12 20:13:15] temp=22.00°C, ip=10.129.8.25
[2026-01-12 20:16:16] temp=22.00°C, ip=10.129.8.25
[2026-01-12 20:19:17] temp=23.00°C, ip=10.129.8.25
[2026-01-12 20:22:18] temp=23.00°C, ip=10.129.8.25
[2026-01-12 20:25:19] temp=24.00°C, ip=10.129.8.25
[2026-01-12 20:28:20] temp=24.00°C, ip=10.129.8.25
[2026-01-12 20:31:21] temp=25.00°C, ip=10.129.8.25
[2026-01-12 20:34:22] temp=24.00°C, ip=10.129.8.25
[2026-01-12 20:37:23] temp=24.00°C, ip=10.129.8.25
[2026-01-12 20:40:24] temp=25.00°C, ip=10.129.8.25
[2026-01-12 20:43:25] temp=25.00°C, ip=10.129.8.25
[2026-01-12 20:46:26] temp=26.00°C, ip=10.129.8.25
[2026-01-12 20:49:27] temp=25.00°C, ip=10.129.8.25
[2026-01-12 20:52:28] temp=25.00°C, ip=10.129.8.25
[2026-01-12 20:55:29] temp=25.00°C, ip=10.129.8.25
[2026-01-12 20:58:30] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:01:33] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:04:32] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:07:33] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:10:34] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:13:35] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:16:37] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:19:38] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:22:39] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:25:40] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:28:41] temp=26.00°C, ip=10.129.8.25
[2026-01-12 21:31:42] temp=26.00°C, ip=10.129.8.25
[2026-01-12 21:34:43] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:37:44] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:40:45] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:43:46] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:46:47] temp=26.00°C, ip=10.129.8.25
[2026-01-12 21:49:48] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:52:49] temp=26.00°C, ip=10.129.8.25
[2026-01-12 21:55:50] temp=25.00°C, ip=10.129.8.25
[2026-01-12 21:58:51] temp=24.00°C, ip=10.129.8.25
[2026-01-12 22:01:54] temp=22.00°C, ip=10.129.8.25
[2026-01-12 22:04:53] temp=22.00°C, ip=10.129.8.25
[2026-01-12 22:07:54] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:10:55] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:13:56] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:16:57] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:19:58] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:22:59] temp=20.00°C, ip=10.129.8.25
[2026-01-12 22:26:00] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:29:01] temp=20.00°C, ip=10.129.8.25
[2026-01-12 22:32:02] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:35:03] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:38:04] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:41:05] temp=20.00°C, ip=10.129.8.25
[2026-01-12 22:44:06] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:47:07] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:50:08] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:53:09] temp=21.00°C, ip=10.129.8.25
[2026-01-12 22:56:10] temp=20.00°C, ip=10.129.8.25
[2026-01-12 22:59:11] temp=21.00°C, ip=10.129.8.25
[2026-01-12 23:02:14] temp=20.00°C, ip=10.129.8.25
[2026-01-12 23:05:13] temp=20.00°C, ip=10.129.8.25
[2026-01-12 23:08:14] temp=20.00°C, ip=10.129.8.25
[2026-01-12 23:11:15] temp=20.00°C, ip=10.129.8.25
[2026-01-12 23:14:16] temp=20.00°C, ip=10.129.8.25
[2026-01-12 23:17:17] temp=20.00°C, ip=10.129.8.25
[2026-01-12 23:20:18] temp=16.00°C, ip=10.129.8.25
[2026-01-12 23:23:19] temp=19.00°C, ip=10.129.8.25
[2026-01-12 23:26:20] temp=19.00°C, ip=10.129.8.25
[2026-01-12 23:29:21] temp=20.00°C, ip=10.129.8.25
[2026-01-12 23:32:22] temp=21.00°C, ip=10.129.8.25
[2026-01-12 23:35:23] temp=21.00°C, ip=10.129.8.25
[2026-01-12 23:38:24] temp=21.00°C, ip=10.129.8.25
[2026-01-12 23:41:25] temp=21.00°C, ip=10.129.8.25
[2026-01-12 23:44:26] temp=21.00°C, ip=10.129.8.25
[2026-01-12 23:47:27] temp=20.00°C, ip=10.129.8.25
[2026-01-12 23:50:28] temp=20.00°C, ip=10.129.8.25
[2026-01-12 23:53:29] temp=20.00°C, ip=10.129.8.25
[2026-01-12 23:56:29] temp=21.00°C, ip=10.129.8.25
[2026-01-12 23:59:30] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:02:33] temp=20.00°C, ip=10.129.8.25
[2026-01-13 00:05:32] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:08:33] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:11:34] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:14:35] temp=22.00°C, ip=10.129.8.25
[2026-01-13 00:17:36] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:20:37] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:23:38] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:26:39] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:29:40] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:32:41] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:35:42] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:38:43] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:41:44] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:44:45] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:47:46] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:50:47] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:53:48] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:56:49] temp=21.00°C, ip=10.129.8.25
[2026-01-13 00:59:50] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:02:53] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:05:52] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:08:53] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:11:54] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:14:55] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:17:56] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:20:57] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:23:58] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:26:59] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:30:00] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:33:01] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:36:02] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:39:03] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:42:04] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:45:05] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:48:06] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:51:07] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:54:08] temp=21.00°C, ip=10.129.8.25
[2026-01-13 01:57:09] temp=21.00°C, ip=10.129.8.25
[2026-01-13 02:00:12] temp=21.00°C, ip=10.129.8.25
[2026-01-13 02:03:11] temp=21.00°C, ip=10.129.8.25
[2026-01-13 02:06:12] temp=21.00°C, ip=10.129.8.25
[2026-01-13 02:09:13] temp=21.00°C, ip=10.129.8.25
[2026-01-13 02:12:14] temp=21.00°C, ip=10.129.8.25
[2026-01-13 02:15:15] temp=21.00°C, ip=10.129.8.25
[2026-01-13 02:18:16] temp=19.00°C, ip=10.129.8.25
[2026-01-13 02:21:17] temp=18.00°C, ip=10.129.8.25
[2026-01-13 02:24:18] temp=16.00°C, ip=10.129.8.25
[2026-01-13 02:27:19] temp=16.00°C, ip=10.129.8.25
[2026-01-13 02:30:20] temp=16.00°C, ip=10.129.8.25
[2026-01-13 02:33:21] temp=16.00°C, ip=10.129.8.25
[2026-01-13 02:36:22] temp=16.00°C, ip=10.129.8.25
[2026-01-13 02:39:23] temp=16.00°C, ip=10.129.8.25
[2026-01-13 02:42:24] temp=16.00°C, ip=10.129.8.25
[2026-01-13 02:45:25] temp=16.00°C, ip=10.129.8.25
[2026-01-13 02:48:26] temp=18.00°C, ip=10.129.8.25
[2026-01-13 02:51:27] temp=20.00°C, ip=10.129.8.25
[2026-01-13 02:54:28] temp=21.00°C, ip=10.129.8.25
[2026-01-13 02:57:29] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:00:32] temp=22.00°C, ip=10.129.8.25
[2026-01-13 03:03:31] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:06:32] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:09:33] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:12:34] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:15:34] temp=22.00°C, ip=10.129.8.25
[2026-01-13 03:18:35] temp=20.00°C, ip=10.129.8.25
[2026-01-13 03:21:36] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:24:37] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:27:38] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:30:39] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:33:40] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:36:41] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:39:42] temp=19.00°C, ip=10.129.8.25
[2026-01-13 03:42:43] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:45:44] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:48:45] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:51:46] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:54:47] temp=21.00°C, ip=10.129.8.25
[2026-01-13 03:57:48] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:00:51] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:03:50] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:06:51] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:09:52] temp=22.00°C, ip=10.129.8.25
[2026-01-13 04:12:53] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:15:54] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:18:55] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:21:56] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:24:57] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:27:58] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:30:59] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:34:00] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:37:01] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:40:02] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:43:03] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:46:04] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:49:05] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:52:06] temp=21.00°C, ip=10.129.8.25
[2026-01-13 04:55:07] temp=20.00°C, ip=10.129.8.25
[2026-01-13 04:58:08] temp=19.00°C, ip=10.129.8.25
[2026-01-13 05:01:11] temp=20.00°C, ip=10.129.8.25
[2026-01-13 05:04:10] temp=19.00°C, ip=10.129.8.25
[2026-01-13 05:07:11] temp=21.00°C, ip=10.129.8.25
[2026-01-13 05:10:12] temp=21.00°C, ip=10.129.8.25
[2026-01-13 05:13:13] temp=21.00°C, ip=10.129.8.25
[2026-01-13 05:16:14] temp=20.00°C, ip=10.129.8.25
[2026-01-13 05:19:15] temp=21.00°C, ip=10.129.8.25
[2026-01-13 05:22:16] temp=20.00°C, ip=10.129.8.25
[2026-01-13 05:25:17] temp=20.00°C, ip=10.129.8.25
[2026-01-13 05:28:18] temp=23.00°C, ip=10.129.8.25
[2026-01-13 05:31:19] temp=25.00°C, ip=10.129.8.25
[2026-01-13 05:34:20] temp=25.00°C, ip=10.129.8.25
[2026-01-13 05:37:21] temp=24.00°C, ip=10.129.8.25
[2026-01-13 05:40:22] temp=24.00°C, ip=10.129.8.25
[2026-01-13 05:43:23] temp=23.00°C, ip=10.129.8.25
[2026-01-13 05:46:24] temp=23.00°C, ip=10.129.8.25
[2026-01-13 05:49:25] temp=23.00°C, ip=10.129.8.25
[2026-01-13 05:52:26] temp=23.00°C, ip=10.129.8.25
[2026-01-13 05:55:27] temp=22.00°C, ip=10.129.8.25
[2026-01-13 05:58:28] temp=22.00°C, ip=10.129.8.25
[2026-01-13 06:01:31] temp=22.00°C, ip=10.129.8.25
[2026-01-13 06:04:30] temp=22.00°C, ip=10.129.8.25
[2026-01-13 06:07:31] temp=21.00°C, ip=10.129.8.25
[2026-01-13 06:10:32] temp=20.00°C, ip=10.129.8.25
[2026-01-13 06:13:33] temp=21.00°C, ip=10.129.8.25
[2026-01-13 06:16:34] temp=21.00°C, ip=10.129.8.25
[2026-01-13 06:19:35] temp=21.00°C, ip=10.129.8.25
[2026-01-13 06:22:36] temp=21.00°C, ip=10.129.8.25
[2026-01-13 06:25:37] temp=21.00°C, ip=10.129.8.25
[2026-01-13 06:28:38] temp=21.00°C, ip=10.129.8.25
[2026-01-13 06:31:39] temp=21.00°C, ip=10.129.8.25
[2026-01-13 06:34:40] temp=21.00°C, ip=10.129.8.25
[2026-01-13 06:37:41] temp=20.00°C, ip=10.129.8.25
[2026-01-13 06:40:42] temp=20.00°C, ip=10.129.8.25
[2026-01-13 06:43:43] temp=20.00°C, ip=10.129.8.25
[2026-01-13 06:46:44] temp=20.00°C, ip=10.129.8.25
[2026-01-13 06:49:45] temp=20.00°C, ip=10.129.8.25
[2026-01-13 06:52:46] temp=20.00°C, ip=10.129.8.25
[2026-01-13 06:55:47] temp=20.00°C, ip=10.129.8.25
[2026-01-13 06:58:48] temp=20.00°C, ip=10.129.8.25
[2026-01-13 07:01:51] temp=20.00°C, ip=10.129.8.25
[2026-01-13 07:04:50] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:07:51] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:10:52] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:13:53] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:16:54] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:19:55] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:22:56] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:25:57] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:28:58] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:31:59] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:35:00] temp=18.00°C, ip=10.129.8.25
[2026-01-13 07:38:01] temp=18.00°C, ip=10.129.8.25
[2026-01-13 07:41:02] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:44:03] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:47:04] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:50:05] temp=18.00°C, ip=10.129.8.25
[2026-01-13 07:53:06] temp=18.00°C, ip=10.129.8.25
[2026-01-13 07:56:07] temp=19.00°C, ip=10.129.8.25
[2026-01-13 07:59:08] temp=19.00°C, ip=10.129.8.25
[2026-01-13 08:01:03] temp=18.00°C, ip=10.129.29.253
[2026-01-13 08:02:07] temp=18.00°C, ip=10.129.8.25
[2026-01-13 08:04:07] temp=19.00°C, ip=10.129.29.253
[2026-01-13 08:05:08] temp=19.00°C, ip=10.129.8.25
[2026-01-13 08:07:05] temp=18.00°C, ip=10.129.29.253
[2026-01-13 08:08:08] temp=19.00°C, ip=10.129.8.25
[2026-01-13 08:10:05] temp=19.00°C, ip=10.129.29.253
[2026-01-13 08:11:08] temp=19.00°C, ip=10.129.8.25
[2026-01-13 08:13:09] temp=19.00°C, ip=10.129.29.253
[2026-01-13 08:14:08] temp=19.00°C, ip=10.129.8.25
[2026-01-13 08:16:09] temp=19.00°C, ip=10.129.29.253
[2026-01-13 08:17:08] temp=19.00°C, ip=10.129.8.25
[2026-01-13 08:20:08] temp=19.00°C, ip=10.129.8.25
[2026-01-13 08:23:08] temp=19.00°C, ip=10.129.8.25
[2026-01-13 08:26:08] temp=20.00°C, ip=10.129.8.25
[2026-01-13 08:29:08] temp=20.00°C, ip=10.129.8.25
[2026-01-13 08:32:08] temp=20.00°C, ip=10.129.8.25
[2026-01-13 08:35:09] temp=19.00°C, ip=10.129.8.25
[2026-01-13 08:36:33] temp=20.00°C, ip=10.129.29.253
[2026-01-13 08:40:10] temp=20.00°C, ip=10.129.8.25
[2026-01-13 08:41:34] temp=20.00°C, ip=10.129.29.253
[2026-01-13 08:45:11] temp=20.00°C, ip=10.129.8.25
[2026-01-13 08:46:35] temp=20.00°C, ip=10.129.29.253
[2026-01-13 08:50:12] temp=20.00°C, ip=10.129.8.25
[2026-01-13 08:55:13] temp=20.00°C, ip=10.129.8.25
[2026-01-13 09:00:17] temp=20.00°C, ip=10.129.8.25
[2026-01-13 09:05:16] temp=19.00°C, ip=10.129.8.25
[2026-01-13 09:07:52] temp=19.00°C, ip=10.129.29.170
[2026-01-13 09:10:17] temp=20.00°C, ip=10.129.8.25
[2026-01-13 09:15:18] temp=20.00°C, ip=10.129.8.25
[2026-01-13 09:20:19] temp=20.00°C, ip=10.129.8.25
[2026-01-13 09:25:19] temp=19.00°C, ip=10.129.8.25
